# f, real(s11), imag(s11), real(s21), imag(s21), real(s22), imag(s22)
7.707519530999999802e+01 -2.603846713955769443e-03 7.486155278060645235e-03 6.257918296346789422e-01 -7.624858357479096238e-01 1.993874576647021446e-02 -2.740250557134498322e-03
7.708129882999999438e+01 -2.603120233658010041e-03 7.486117707916233044e-03 6.257384844090445597e-01 -7.625286769026786704e-01 1.993882528735467508e-02 -2.740941955959276359e-03
7.708740233999999703e+01 -2.602393776236770762e-03 7.486080070709784373e-03 6.256851363648532338e-01 -7.625715142373212796e-01 1.993890471339444803e-02 -2.741633340575556303e-03
7.709350585999999339e+01 -2.601667339314321648e-03 7.486042366317516294e-03 6.256317853275706886e-01 -7.626143478920168750e-01 1.993898404488247955e-02 -2.742324713240131429e-03
7.709960938000000397e+01 -2.600940924083430805e-03 7.486004594800491074e-03 6.255784313848706812e-01 -7.626571777963844223e-01 1.993906328172076470e-02 -2.743016072811620479e-03
7.710571289000000661e+01 -2.600214531736769197e-03 7.485966756220215068e-03 6.255250746244535032e-01 -7.627000038800682002e-01 1.993914242381163160e-02 -2.743707418148461780e-03
7.711181641000000297e+01 -2.599488159896606865e-03 7.485928850452731875e-03 6.254717148717534592e-01 -7.627428262832178785e-01 1.993922147144906731e-02 -2.744398751507480701e-03
7.711791992000000562e+01 -2.598761810945877937e-03 7.485890877621824424e-03 6.254183523018941315e-01 -7.627856448653200783e-01 1.993930042440388017e-02 -2.745090070614570991e-03
7.712402344000000198e+01 -2.598035482506845517e-03 7.485852837602224863e-03 6.253649867402910623e-01 -7.628284597664871658e-01 1.993937928296972417e-02 -2.745781377726430952e-03
7.713012695000000463e+01 -2.597309176962374344e-03 7.485814730517910409e-03 6.253116183620874846e-01 -7.628712708462439540e-01 1.993945804691839296e-02 -2.746472670569196327e-03
7.713623047000000099e+01 -2.596582891935241000e-03 7.485776556244209956e-03 6.252582469926803999e-01 -7.629140782446792723e-01 1.993953671654237481e-02 -2.747163951399508603e-03
7.714233398000000363e+01 -2.595856629807678784e-03 7.485738314905947266e-03 6.252048728072319150e-01 -7.629568818213281478e-01 1.993961529161443480e-02 -2.747855217943516969e-03
7.714843750000000000e+01 -2.595130388202394889e-03 7.485700006376834470e-03 6.251514956311207127e-01 -7.629996817162674194e-01 1.993969377242775509e-02 -2.748546472457742782e-03
7.715454101999999637e+01 -2.594404168311997827e-03 7.485661630719141202e-03 6.250981155520655141e-01 -7.630424778591682333e-01 1.993977215888256826e-02 -2.749237713801186422e-03
7.716064452999999901e+01 -2.593677971329144682e-03 7.485623187995962824e-03 6.250447326578091323e-01 -7.630852701797350424e-01 1.993985045088594865e-02 -2.749928940832919392e-03
7.716674804999999537e+01 -2.592951794876216520e-03 7.485584678080310639e-03 6.249913467737001627e-01 -7.631280588179996105e-01 1.993992864872645709e-02 -2.750620155809163810e-03
7.717285155999999802e+01 -2.592225641335967057e-03 7.485546101098215777e-03 6.249379580749462315e-01 -7.631708436335655765e-01 1.994000675217889873e-02 -2.751311356456637852e-03
7.717895507999999438e+01 -2.591499508331152057e-03 7.485507456923091996e-03 6.248845663868796141e-01 -7.632136247664345063e-01 1.994008476153406872e-02 -2.752002545031657314e-03
7.718505858999999703e+01 -2.590773398244039516e-03 7.485468745680456948e-03 6.248311718847295859e-01 -7.632564020762362400e-01 1.994016267656725794e-02 -2.752693719261184099e-03
7.719116210999999339e+01 -2.590047308697510098e-03 7.485429967243779903e-03 6.247777743938063288e-01 -7.632991757029548019e-01 1.994024049756715211e-02 -2.753384881401439027e-03
7.719726561999999603e+01 -2.589321242073852614e-03 7.485391121739654041e-03 6.247243740893589914e-01 -7.633419455062366854e-01 1.994031822431147072e-02 -2.754076029179049201e-03
7.720336914000000661e+01 -2.588595195996100384e-03 7.485352209040244120e-03 6.246709707966796588e-01 -7.633847116260426002e-01 1.994039585708784479e-02 -2.754767164850800091e-03
7.720947266000000297e+01 -2.587869171656806411e-03 7.485313229208548358e-03 6.246175646035325713e-01 -7.634274739921051989e-01 1.994047339579976819e-02 -2.755458287275577584e-03
7.721557617000000562e+01 -2.587143170247635515e-03 7.485274182308133961e-03 6.245641555976995107e-01 -7.634702325341837792e-01 1.994055084035585568e-02 -2.756149395312883828e-03
7.722167969000000198e+01 -2.586417189392536953e-03 7.485235068211616716e-03 6.245107436044455840e-01 -7.635129873921961963e-01 1.994062819104057416e-02 -2.756840491219022908e-03
7.722778320000000463e+01 -2.585691231472765639e-03 7.485195887045333063e-03 6.244573287990652366e-01 -7.635557384258573332e-01 1.994070544763362762e-02 -2.757531572721110685e-03
7.723388672000000099e+01 -2.584965294112277767e-03 7.485156638681801644e-03 6.244039110068042575e-01 -7.635984857750626187e-01 1.994078261042168954e-02 -2.758222642075186266e-03
7.723999023000000363e+01 -2.584239379692446215e-03 7.485117323248267895e-03 6.243504904029774094e-01 -7.636412292995489182e-01 1.994085967918363123e-02 -2.758913697008867280e-03
7.724609375000000000e+01 -2.583513485836880230e-03 7.485077940615765535e-03 6.242970668128111633e-01 -7.636839691391887897e-01 1.994093665420473838e-02 -2.759604739778068801e-03
7.725219726999999637e+01 -2.582787613737778931e-03 7.485038490848583415e-03 6.242436403241016230e-01 -7.637267052237595166e-01 1.994101353539223798e-02 -2.760295769242580074e-03
7.725830077999999901e+01 -2.582061764586765507e-03 7.484998974010982631e-03 6.241902110246664304e-01 -7.637694374830621413e-01 1.994109032265185821e-02 -2.760986784261672093e-03
7.726440429999999537e+01 -2.581335936008392895e-03 7.484959389973233623e-03 6.241367787397029687e-01 -7.638121660569294757e-01 1.994116701626964805e-02 -2.761677787091919561e-03
7.727050780999999802e+01 -2.580610130383152734e-03 7.484919738864101446e-03 6.240833436445730742e-01 -7.638548908051603359e-01 1.994124361602560291e-02 -2.762368775460491248e-03
7.727661132999999438e+01 -2.579884345335431428e-03 7.484880020553648372e-03 6.240299055644544790e-01 -7.638976118675697702e-01 1.994132012220450889e-02 -2.763059751623715525e-03
7.728271483999999703e+01 -2.579158583246317360e-03 7.484840235171735801e-03 6.239764646747298915e-01 -7.639403291039721378e-01 1.994139653458741612e-02 -2.763750713309229105e-03
7.728881835999999339e+01 -2.578432841739995707e-03 7.484800382587371292e-03 6.239230208005579481e-01 -7.639830426541645014e-01 1.994147285345944376e-02 -2.764441662773014282e-03
7.729492188000000397e+01 -2.577707122008020268e-03 7.484760462865704123e-03 6.238695740297716119e-01 -7.640257524479581175e-01 1.994154907872518201e-02 -2.765132598874987802e-03
7.730102539000000661e+01 -2.576981425242277912e-03 7.484720476071529682e-03 6.238161244502177238e-01 -7.640684584151997694e-01 1.994162521029553548e-02 -2.765823520474993118e-03
7.730712891000000297e+01 -2.576255749067349332e-03 7.484680422073425321e-03 6.237626718870298292e-01 -7.641111606956401126e-01 1.994170124845151548e-02 -2.766514429829155207e-03
7.731323242000000562e+01 -2.575530095863358404e-03 7.484640301002737361e-03 6.237092165156354895e-01 -7.641538591491632282e-01 1.994177719297687834e-02 -2.767205324665337161e-03
7.731933594000000198e+01 -2.574804463255489506e-03 7.484600112727377019e-03 6.236557581611459344e-01 -7.641965539154931264e-01 1.994185304415363458e-02 -2.767896207239424131e-03
7.732543945000000463e+01 -2.574078853623894270e-03 7.484559857378079994e-03 6.236022969990121512e-01 -7.642392448545367589e-01 1.994192880176577642e-02 -2.768587075279711589e-03
7.733154297000000099e+01 -2.573353264593437884e-03 7.484519534823458331e-03 6.235488328543261627e-01 -7.642819321060019266e-01 1.994200446609456501e-02 -2.769277931041974096e-03
7.733764648000000363e+01 -2.572627698544403818e-03 7.484479145194844474e-03 6.234953659025535000e-01 -7.643246155298133448e-01 1.994208003692460318e-02 -2.769968772254513198e-03
7.734375000000000000e+01 -2.571902153101844613e-03 7.484438688359407177e-03 6.234418959687701989e-01 -7.643672952656510589e-01 1.994215551453804025e-02 -2.770659601173253508e-03
7.734985351999999637e+01 -2.571176629456856100e-03 7.484398164383385121e-03 6.233884231408491905e-01 -7.644099712433887195e-01 1.994223089884183953e-02 -2.771350416658123917e-03
7.735595702999999901e+01 -2.570451128801123919e-03 7.484357573332309221e-03 6.233349475066847223e-01 -7.644526433929303977e-01 1.994230618974650315e-02 -2.772041217569716845e-03
7.736206054999999537e+01 -2.569725648759610404e-03 7.484316915073535581e-03 6.232814688913201895e-01 -7.644953118539101755e-01 1.994238138753141876e-02 -2.772732006163613431e-03
7.736816405999999802e+01 -2.569000191712370040e-03 7.484276189739305640e-03 6.232279874702715272e-01 -7.645379764863258210e-01 1.994245649198327086e-02 -2.773422780168616555e-03
7.737426757999999438e+01 -2.568274755284559452e-03 7.484235397196115080e-03 6.231745030685655884e-01 -7.645806374297892116e-01 1.994253150338105851e-02 -2.774113541840193733e-03
7.738037108999999703e+01 -2.567549341855872302e-03 7.484194537577384954e-03 6.231210158617364048e-01 -7.646232945443205420e-01 1.994260642151229890e-02 -2.774804288907097970e-03
7.738647460999999339e+01 -2.566823949052082776e-03 7.484153610748410512e-03 6.230675256747917334e-01 -7.646659479695145922e-01 1.994268124665506126e-02 -2.775495023625204876e-03
7.739257811999999603e+01 -2.566098579252509837e-03 7.484112616843646704e-03 6.230140326832840358e-01 -7.647085975654110968e-01 1.994275597859732074e-02 -2.776185743723124776e-03
7.739868164000000661e+01 -2.565373230083010936e-03 7.484071555727715708e-03 6.229605367122015291e-01 -7.647512434715744156e-01 1.994283061761678577e-02 -2.776876451456482611e-03
7.740478516000000297e+01 -2.564647902734626395e-03 7.484030427467820712e-03 6.229070378494631077e-01 -7.647938856179397060e-01 1.994290516362422216e-02 -2.777567145686095883e-03
7.741088867000000562e+01 -2.563922598398118979e-03 7.483989232130824898e-03 6.228535361830018768e-01 -7.648365239344583344e-01 1.994297961652997941e-02 -2.778257825272344508e-03
7.741699219000000198e+01 -2.563197314699561247e-03 7.483947969581843107e-03 6.228000315377801854e-01 -7.648791585606595778e-01 1.994305397661207124e-02 -2.778948492471108866e-03
7.742309570000000463e+01 -2.562472054017932155e-03 7.483906639955593965e-03 6.227465240893982346e-01 -7.649217893566522264e-01 1.994312824365825076e-02 -2.779639145011325845e-03
7.742919922000000099e+01 -2.561746813979373649e-03 7.483865243115915555e-03 6.226930136627968349e-01 -7.649644164619366915e-01 1.994320241794668436e-02 -2.780329785148501556e-03
7.743530273000000363e+01 -2.561021596963065916e-03 7.483823779198414683e-03 6.226395004335953942e-01 -7.650070397366468544e-01 1.994327649926705415e-02 -2.781020410611970139e-03
7.744140625000000000e+01 -2.560296400595060695e-03 7.483782248067165355e-03 6.225859842267176258e-01 -7.650496593202575912e-01 1.994335048789393217e-02 -2.781711023657220793e-03
7.744750976999999637e+01 -2.559571226066321981e-03 7.483740649789162591e-03 6.225324651301115120e-01 -7.650922751427469137e-01 1.994342438374069326e-02 -2.782401623145143443e-03
7.745361327999999901e+01 -2.558846074567119877e-03 7.483698984432921031e-03 6.224789432317481275e-01 -7.651348871341112634e-01 1.994349818671799224e-02 -2.783092207936500948e-03
7.745971679999999537e+01 -2.558120943724061236e-03 7.483657251861099147e-03 6.224254183565202103e-01 -7.651774954337955403e-01 1.994357189710085909e-02 -2.783782780287049653e-03
7.746582030999999802e+01 -2.557395835916083382e-03 7.483615452210684582e-03 6.223718906800959072e-01 -7.652200999019891370e-01 1.994364551468172375e-02 -2.784473337926124566e-03
7.747192382999999438e+01 -2.556670748769217238e-03 7.483573585343496204e-03 6.223183600273494154e-01 -7.652627006781131946e-01 1.994371903973453375e-02 -2.785163883109130316e-03
7.747802733999999703e+01 -2.555945684662677686e-03 7.483531651397007378e-03 6.222648265739677553e-01 -7.653052976223777559e-01 1.994379247205141370e-02 -2.785854413565927098e-03
7.748413085999999339e+01 -2.555220641222433198e-03 7.483489650233800250e-03 6.222112901448058064e-01 -7.653478908741868647e-01 1.994386581190678298e-02 -2.786544931551658902e-03
7.749023438000000397e+01 -2.554495619639440829e-03 7.483447581921355563e-03 6.221577508278495205e-01 -7.653904803635469545e-01 1.994393905921205967e-02 -2.787235435927475861e-03
7.749633789000000661e+01 -2.553770621104199667e-03 7.483405446529298177e-03 6.221042087110981722e-01 -7.654330660205066472e-01 1.994401221388149292e-02 -2.787925925554826483e-03
7.750244141000000297e+01 -2.553045643243073703e-03 7.483363243918614294e-03 6.220506636193824379e-01 -7.654756479844213590e-01 1.994408527618760085e-02 -2.788616402688802280e-03
7.750854492000000562e+01 -2.552320688434937812e-03 7.483320974227637701e-03 6.219971157284325258e-01 -7.655182261155679679e-01 1.994415824592425668e-02 -2.789306865059514116e-03
7.751464844000000198e+01 -2.551595754306336394e-03 7.483278637317125614e-03 6.219435648630603497e-01 -7.655608005532779092e-01 1.994423112336393689e-02 -2.789997314922057839e-03
7.752075195000000463e+01 -2.550870843235492069e-03 7.483236233326091835e-03 6.218900111990175450e-01 -7.656033711578560386e-01 1.994430390830007060e-02 -2.790687750006785872e-03
7.752685547000000099e+01 -2.550145952849691700e-03 7.483193762114467851e-03 6.218364545610948202e-01 -7.656459380686100324e-01 1.994437660100548126e-02 -2.791378172568653119e-03
7.753295898000000363e+01 -2.549421085526533404e-03 7.483151223822155640e-03 6.217828951250620184e-01 -7.656885011458685053e-01 1.994444920127518006e-02 -2.792068580337987715e-03
7.753906250000000000e+01 -2.548696238893546906e-03 7.483108618308399740e-03 6.217293327156924176e-01 -7.657310605289091576e-01 1.994452170937932589e-02 -2.792758975569907196e-03
7.754516601999999637e+01 -2.547971414141057822e-03 7.483065945643151140e-03 6.216757674210110496e-01 -7.657736161478079229e-01 1.994459412523232056e-02 -2.793449357126103795e-03
7.755126952999999901e+01 -2.547246612458975434e-03 7.483023205896048580e-03 6.216221993290622638e-01 -7.658161679326647153e-01 1.994466644874970385e-02 -2.794139723867982220e-03
7.755737304999999537e+01 -2.546521831474801711e-03 7.482980398927016608e-03 6.215686282645895844e-01 -7.658587160227217083e-01 1.994473868020084362e-02 -2.794830078050792276e-03
7.756347655999999802e+01 -2.545797073566002933e-03 7.482937524875422908e-03 6.215150544034128144e-01 -7.659012602783714652e-01 1.994481081938290212e-02 -2.795520417405057689e-03
7.756958007999999438e+01 -2.545072336360733323e-03 7.482894583601136518e-03 6.214614775702550498e-01 -7.659438008388324004e-01 1.994488286656459497e-02 -2.796210744185686960e-03
7.757568358999999703e+01 -2.544347622235966500e-03 7.482851575243851250e-03 6.214078979409536352e-01 -7.659863375645170613e-01 1.994495482154483301e-02 -2.796901056123432365e-03
7.758178710999999339e+01 -2.543622928819384843e-03 7.482808499663054502e-03 6.213543153402156793e-01 -7.660288705946283194e-01 1.994502668459079142e-02 -2.797591355473375875e-03
7.758789061999999603e+01 -2.542898258488641983e-03 7.482765356998891115e-03 6.213007299438951803e-01 -7.660713997896022587e-01 1.994509845550150595e-02 -2.798281639966312268e-03
7.759399414000000661e+01 -2.542173608871468871e-03 7.482722147110543176e-03 6.212471415766812610e-01 -7.661139252886062234e-01 1.994517013454424892e-02 -2.798971911857101903e-03
7.760009766000000297e+01 -2.541448981157976017e-03 7.482678870067677179e-03 6.211935503266400316e-01 -7.661564470217758771e-01 1.994524172163547604e-02 -2.799662170007662966e-03
7.760620117000000562e+01 -2.540724376537670248e-03 7.482635525941257193e-03 6.211399562818615827e-01 -7.661989649192579854e-01 1.994531321669162915e-02 -2.800352413279991268e-03
7.761230469000000198e+01 -2.539999792638851506e-03 7.482592114589022014e-03 6.210863592670038402e-01 -7.662414791201930253e-01 1.994538461997942547e-02 -2.801042643929092454e-03
7.761840820000000463e+01 -2.539275231838333813e-03 7.482548636152941413e-03 6.210327594579694299e-01 -7.662839894850779210e-01 1.994545593129924688e-02 -2.801732859685862782e-03
7.762451172000000099e+01 -2.538550691764680789e-03 7.482505090490407240e-03 6.209791566793982920e-01 -7.663264961530242836e-01 1.994552715091774120e-02 -2.802423062805443638e-03
7.763061523000000363e+01 -2.537826174794227674e-03 7.482461477743437839e-03 6.209255511072138134e-01 -7.663689989845572370e-01 1.994559827863394419e-02 -2.803113251018718270e-03
7.763671875000000000e+01 -2.537101678555926665e-03 7.482417797769501389e-03 6.208719425660351732e-01 -7.664114981187628572e-01 1.994566931471478122e-02 -2.803803426580835437e-03
7.764282226999999637e+01 -2.536377204238882133e-03 7.482374050638479490e-03 6.208183311439650076e-01 -7.664539934858125569e-01 1.994574025907822068e-02 -2.804493588353739776e-03
7.764892577999999901e+01 -2.535652753033017237e-03 7.482330236423445635e-03 6.207647169291252709e-01 -7.664964850159037280e-01 1.994581111164046849e-02 -2.805183735199886369e-03
7.765502929999999537e+01 -2.534928322566812331e-03 7.482286354979814091e-03 6.207110997461081636e-01 -7.665389728480829223e-01 1.994588187266674306e-02 -2.805873869373835903e-03
7.766113280999999802e+01 -2.534203915216817760e-03 7.482242406450699546e-03 6.206574797708805935e-01 -7.665814568429381026e-01 1.994595254195832834e-02 -2.806563988607457816e-03
7.766723632999999438e+01 -2.533479528611652654e-03 7.482198390692362810e-03 6.206038568280198842e-01 -7.666239371394980573e-01 1.994602311978174725e-02 -2.807254095154994907e-03
7.767333983999999703e+01 -2.532755165127853481e-03 7.482154307848834507e-03 6.205502310935133714e-01 -7.666664135983671802e-01 1.994609360593810332e-02 -2.807944186748463633e-03
7.767944335999999339e+01 -2.532030822394081004e-03 7.482110157775466452e-03 6.204966023919150642e-01 -7.667088863585476144e-01 1.994616400069262885e-02 -2.808634265642464579e-03
7.768554688000000397e+01 -2.531306501599779601e-03 7.482065940543486393e-03 6.204429708113623487e-01 -7.667513553502562917e-01 1.994623430396180730e-02 -2.809324330699352647e-03
7.769165039000000661e+01 -2.530582203934393648e-03 7.482021656226099660e-03 6.203893364400066002e-01 -7.667938205037339028e-01 1.994630451566338503e-02 -2.810014380781828379e-03
7.769775391000000297e+01 -2.529857927026958608e-03 7.481977304677311924e-03 6.203356991023756262e-01 -7.668362819579364054e-01 1.994637463606328820e-02 -2.810704418144325829e-03
7.770385742000000562e+01 -2.529133673253400327e-03 7.481932886042381992e-03 6.202820589745050572e-01 -7.668787395735459089e-01 1.994644466496443835e-02 -2.811394440519025817e-03
7.770996094000000198e+01 -2.528409440242705697e-03 7.481888400176037179e-03 6.202284158809036052e-01 -7.669211934894941685e-01 1.994651460262857057e-02 -2.812084450160338110e-03
7.771606445000000463e+01 -2.527685230371209957e-03 7.481843847222710564e-03 6.201747699976244421e-01 -7.669636435664795027e-01 1.994658444886086845e-02 -2.812774444800533302e-03
7.772216797000000099e+01 -2.526961041268205310e-03 7.481799227037004563e-03 6.201211211491586273e-01 -7.670060899434232304e-01 1.994665420392410793e-02 -2.813464426693954371e-03
7.772827148000000363e+01 -2.526236875309027796e-03 7.481754539764587375e-03 6.200674695115790946e-01 -7.670485324810383254e-01 1.994672386762276484e-02 -2.814154393572839818e-03
7.773437500000000000e+01 -2.525512730123476157e-03 7.481709785258708334e-03 6.200138149093544770e-01 -7.670909713182176848e-01 1.994679344021763057e-02 -2.814844347691745127e-03
7.774047851999999637e+01 -2.524788606900675580e-03 7.481664963592656037e-03 6.199601574306654594e-01 -7.671334063852308649e-01 1.994686292162925478e-02 -2.815534287913381683e-03
7.774658202999999901e+01 -2.524064506829432064e-03 7.481620074839413770e-03 6.199064971637057164e-01 -7.671758376123782863e-01 1.994693231177684101e-02 -2.816224213100954402e-03
7.775268554999999537e+01 -2.523340427539488839e-03 7.481575118851557793e-03 6.198528339329183456e-01 -7.672182651385046626e-01 1.994700161092148594e-02 -2.816914125508596361e-03
7.775878905999999802e+01 -2.522616371406383173e-03 7.481530095776893485e-03 6.197991679144250199e-01 -7.672606888243986845e-01 1.994707081887069078e-02 -2.817604022869018773e-03
7.776489257999999438e+01 -2.521892336059775030e-03 7.481485005466838312e-03 6.197454989326479646e-01 -7.673031088088864138e-01 1.994713993588215217e-02 -2.818293907436379003e-03
7.777099608999999703e+01 -2.521168323874736772e-03 7.481439848069114384e-03 6.196918271637270603e-01 -7.673455249527774136e-01 1.994720896176498115e-02 -2.818983776943559567e-03
7.777709960999999339e+01 -2.520444332481740213e-03 7.481394623435957958e-03 6.196381524320671019e-01 -7.673879373948733207e-01 1.994727789677891439e-02 -2.819673633644763800e-03
7.778320311999999603e+01 -2.519720364255628731e-03 7.481349331714473583e-03 6.195844749138251784e-01 -7.674303459960112317e-01 1.994734674073052327e-02 -2.820363475272987842e-03
7.778930664000000661e+01 -2.518996416826360663e-03 7.481303972757050169e-03 6.195307944333898753e-01 -7.674727508949659160e-01 1.994741549387957225e-02 -2.821053304082099793e-03
7.779541016000000297e+01 -2.518272491382742007e-03 7.481258546636650186e-03 6.194771110789796253e-01 -7.675151520220633294e-01 1.994748415614690240e-02 -2.821743118935598170e-03
7.780151367000000562e+01 -2.517548589113641211e-03 7.481213053428366344e-03 6.194234249388326230e-01 -7.675575493076580713e-01 1.994755272745243890e-02 -2.822432918696806715e-03
7.780761719000000198e+01 -2.516824707649474580e-03 7.481167492982332412e-03 6.193697358373086992e-01 -7.675999428904876076e-01 1.994762120805637640e-02 -2.823122705619939606e-03
7.781372070000000463e+01 -2.516100849364620584e-03 7.481121865448005226e-03 6.193160439506110171e-01 -7.676423326314476547e-01 1.994768959776753448e-02 -2.823812477437979106e-03
7.781982422000000099e+01 -2.515377011889995129e-03 7.481076170676087544e-03 6.192623491030809779e-01 -7.676847186692619118e-01 1.994775789684315181e-02 -2.824502236405205743e-03
7.782592773000000363e+01 -2.514653197599643619e-03 7.481030408815182720e-03 6.192086514709406186e-01 -7.677271008648394179e-01 1.994782610509193699e-02 -2.825191980254796505e-03
7.783203125000000000e+01 -2.513929404124648492e-03 7.480984579715507787e-03 6.191549508785113565e-01 -7.677694793568778930e-01 1.994789422277301605e-02 -2.825881711240716201e-03
7.783813476999999637e+01 -2.513205632653427168e-03 7.480938683451433813e-03 6.191012474140460409e-01 -7.678118540757470356e-01 1.994796224980742438e-02 -2.826571428226746108e-03
7.784423827999999901e+01 -2.512481884374327679e-03 7.480892720099191484e-03 6.190475411658165061e-01 -7.678542249518427454e-01 1.994803018611686352e-02 -2.827261130076429846e-03
7.785034179999999537e+01 -2.511758156918231233e-03 7.480846689506763514e-03 6.189938319581134163e-01 -7.678965921238150028e-01 1.994809803195836395e-02 -2.827950819043672376e-03
7.785644530999999802e+01 -2.511034452659273442e-03 7.480800591825251256e-03 6.189401199672113218e-01 -7.679389554526516726e-01 1.994816578714253552e-02 -2.828640492862304241e-03
7.786254882999999438e+01 -2.510310769228717154e-03 7.480754426903594989e-03 6.188864050173814579e-01 -7.679813150769747576e-01 1.994823345192597852e-02 -2.829330153786014865e-03
7.786865233999999703e+01 -2.509587109000240013e-03 7.480708194892812801e-03 6.188326872849146953e-01 -7.680236708578029869e-01 1.994830102612044076e-02 -2.830019799548671219e-03
7.787475585999999339e+01 -2.508863469605111807e-03 7.480661895640602910e-03 6.187789665940646167e-01 -7.680660229337308298e-01 1.994836850997984412e-02 -2.830709432404093263e-03
7.788085938000000397e+01 -2.508139852231978939e-03 7.480615529223549887e-03 6.187252430331188213e-01 -7.681083712351757242e-01 1.994843590342888773e-02 -2.831399051216245723e-03
7.788696289000000661e+01 -2.507416258068426163e-03 7.480569095716649297e-03 6.186715166903821173e-01 -7.681507156925797553e-01 1.994850320638907881e-02 -2.832088654849011788e-03
7.789306641000000297e+01 -2.506692684746229804e-03 7.480522594967842220e-03 6.186177873900792212e-01 -7.681930564445011989e-01 1.994857041911674012e-02 -2.832778245556226600e-03
7.789916992000000562e+01 -2.505969134638734441e-03 7.480476027129194516e-03 6.185640553085486326e-01 -7.682353933520198463e-01 1.994863754142345291e-02 -2.833467821071852973e-03
7.790527344000000198e+01 -2.505245605377848239e-03 7.480429392048064396e-03 6.185103202699976377e-01 -7.682777265536715472e-01 1.994870457356402726e-02 -2.834157383649791966e-03
7.791137695000000463e+01 -2.504522099337019858e-03 7.480382689877530800e-03 6.184565824507834986e-01 -7.683200559105531902e-01 1.994877151535280613e-02 -2.834846931024224970e-03
7.791748047000000099e+01 -2.503798614147650925e-03 7.480335920463911104e-03 6.184028416750937396e-01 -7.683623815611839714e-01 1.994883836704126889e-02 -2.835536465448784162e-03
7.792358398000000363e+01 -2.503075152183197039e-03 7.480289083960034446e-03 6.183490981193047187e-01 -7.684047033666763227e-01 1.994890512844497976e-02 -2.836225984657899865e-03
7.792968750000000000e+01 -2.502351711075913310e-03 7.480242180212648417e-03 6.182953516075850864e-01 -7.684470214655343412e-01 1.994897179981754143e-02 -2.836915490905181705e-03
7.793579101999999637e+01 -2.501628292013273469e-03 7.480195209298268200e-03 6.182416022282636314e-01 -7.684893357882232046e-01 1.994903838108116889e-02 -2.837604983054874130e-03
7.794189452999999901e+01 -2.500904896183035742e-03 7.480148171293853065e-03 6.181878500696885714e-01 -7.685316462652345137e-01 1.994910487216261519e-02 -2.838294459971365136e-03
7.794799804999999537e+01 -2.500181521217587077e-03 7.480101066044506086e-03 6.181340949560021336e-01 -7.685739530350252924e-01 1.994917127331159723e-02 -2.838983923908090009e-03
7.795410155999999802e+01 -2.499458169489821024e-03 7.480053893705346235e-03 6.180803370636258620e-01 -7.686162559587772503e-01 1.994923758434639927e-02 -2.839673372600077118e-03
7.796020507999999438e+01 -2.498734838631840038e-03 7.480006654120539833e-03 6.180265762166815557e-01 -7.686585551749225420e-01 1.994930380551639126e-02 -2.840362808300319827e-03
7.796630858999999703e+01 -2.498011531016558484e-03 7.479959347445823414e-03 6.179728125916127413e-01 -7.687008505446706330e-01 1.994936993663926073e-02 -2.841052228744131436e-03
7.797241210999999339e+01 -2.497288244276432700e-03 7.479911973525557589e-03 6.179190460125209006e-01 -7.687431422064221476e-01 1.994943597796570989e-02 -2.841741636184603754e-03
7.797851561999999603e+01 -2.496564980783891330e-03 7.479864532514785003e-03 6.178652766558693221e-01 -7.687854300214096437e-01 1.994950192931162214e-02 -2.842431028357004976e-03
7.798461914000000661e+01 -2.495841738171661328e-03 7.479817024257491564e-03 6.178115043457415023e-01 -7.688277141280166482e-01 1.994956779092858790e-02 -2.843120407514495435e-03
7.799072266000000297e+01 -2.495118517627348265e-03 7.479769448832405965e-03 6.177577291705085294e-01 -7.688699944567698452e-01 1.994963356274122301e-02 -2.843809772521959257e-03
7.799682617000000562e+01 -2.494395320338307909e-03 7.479721806316078081e-03 6.177039512185610315e-01 -7.689122709382179011e-01 1.994969924467682176e-02 -2.844499122243988702e-03
7.800292969000000198e+01 -2.493672143937308849e-03 7.479674096553007301e-03 6.176501703139558597e-01 -7.689545437107032644e-01 1.994976483698415737e-02 -2.845188458933692061e-03
7.800903320000000463e+01 -2.492948990796647890e-03 7.479626319699006487e-03 6.175963866331992680e-01 -7.689968126355193334e-01 1.994983033948115325e-02 -2.845877780326975907e-03
7.801513672000000099e+01 -2.492225858549093620e-03 7.479578475597957465e-03 6.175426000003318983e-01 -7.690390778509914593e-01 1.994989575241681856e-02 -2.846567088676553448e-03
7.802124023000000363e+01 -2.491502749567241215e-03 7.479530564405797999e-03 6.174888105918772130e-01 -7.690813392184294717e-01 1.994996107561150533e-02 -2.847256381717992117e-03
7.802734375000000000e+01 -2.490779661483727425e-03 7.479482585966208685e-03 6.174350182318574243e-01 -7.691235968761360731e-01 1.995002630931104470e-02 -2.847945661704628321e-03
7.803344726999999637e+01 -2.490056595486220270e-03 7.479434540356599825e-03 6.173812230086760389e-01 -7.691658507546748069e-01 1.995009145344552037e-02 -2.848634927501338381e-03
7.803955077999999901e+01 -2.489333552761575918e-03 7.479386427656206648e-03 6.173274250107539940e-01 -7.692081007846449658e-01 1.995015650793935391e-02 -2.849324177973285716e-03
7.804565429999999537e+01 -2.488610530943215216e-03 7.479338247707210952e-03 6.172736240620860793e-01 -7.692503471042966279e-01 1.995022147304059690e-02 -2.850013415373494046e-03
