# f, real(s11), imag(s11), real(s21), imag(s21), real(s22), imag(s22)
5.097656250000000000e+01 -5.860995761303923468e-03 7.005811676919285191e-03 8.241761903137417855e-01 -5.478677044113883232e-01 1.862811459154392613e-02 3.418620512257372623e-05
5.098266602000000347e+01 -5.860207195473796093e-03 7.006086721108396864e-03 8.241374028050989509e-01 -5.479245697907484391e-01 1.862859474413870731e-02 3.366657563940713901e-05
5.098876952999999901e+01 -5.859418648849243350e-03 7.006361690437168388e-03 8.240986114749704328e-01 -5.479814321543372557e-01 1.862907485229722826e-02 3.314685179677890128e-05
5.099487305000000248e+01 -5.858630118825751409e-03 7.006636585782252680e-03 8.240598161965583257e-01 -5.480382916885782052e-01 1.862955491759686610e-02 3.262703190392429731e-05
5.100097655999999802e+01 -5.857841607966401964e-03 7.006911406218896410e-03 8.240210170973015780e-01 -5.480951482072484726e-01 1.863003493846941694e-02 3.210711767647487017e-05
5.100708008000000149e+01 -5.857053113666813027e-03 7.007186152623495756e-03 8.239822140503773040e-01 -5.481520018967497299e-01 1.863051491649138358e-02 3.158710742311122630e-05
5.101318358999999703e+01 -5.856264638490045471e-03 7.007460824071970462e-03 8.239434071832490991e-01 -5.482088525708785909e-01 1.863099485009457601e-02 3.106700286018785478e-05
5.101928711000000050e+01 -5.855476179831953232e-03 7.007735421440085266e-03 8.239045963690683205e-01 -5.482657004160165215e-01 1.863147474085551092e-02 3.054680229569624317e-05
5.102539062000000314e+01 -5.854687740255500039e-03 7.008009943804453801e-03 8.238657817353236545e-01 -5.483225452459787874e-01 1.863195458720570685e-02 3.002650744665658067e-05
5.103149413999999950e+01 -5.853899317156706361e-03 7.008284392040563249e-03 8.238269631551405903e-01 -5.483793872471263153e-01 1.863243439072156948e-02 2.950611662054384091e-05
5.103759766000000297e+01 -5.853110911806777561e-03 7.008558765674861857e-03 8.237881406924232319e-01 -5.484362263264150883e-01 1.863291415062051648e-02 2.898563068212808500e-05
5.104370116999999851e+01 -5.852322525476939818e-03 7.008833064234165633e-03 8.237493144111008858e-01 -5.484930623908180758e-01 1.863339386612027082e-02 2.846505049683076272e-05
5.104980469000000198e+01 -5.851534155563470341e-03 7.009107288593670326e-03 8.237104841842597391e-01 -5.485498956266680048e-01 1.863387353879651653e-02 2.794437437122826093e-05
5.105590819999999752e+01 -5.850745804629263469e-03 7.009381437831141426e-03 8.236716501394517609e-01 -5.486067258478244391e-01 1.863435316708066114e-02 2.742360402394408703e-05
5.106201172000000099e+01 -5.849957470070624166e-03 7.009655512821351409e-03 8.236328121497377142e-01 -5.486635532405992333e-01 1.863483275254811111e-02 2.690273776098390385e-05
5.106811522999999653e+01 -5.849169154450543917e-03 7.009929512642426586e-03 8.235939703426938818e-01 -5.487203776188700477e-01 1.863531229363046826e-02 2.638177730157837200e-05
5.107421875000000000e+01 -5.848380855165445646e-03 7.010203438168993717e-03 8.235551245913553808e-01 -5.487771991689293083e-01 1.863579179190251456e-02 2.586072095117977754e-05
5.108032227000000347e+01 -5.847592573486722067e-03 7.010477288928403106e-03 8.235162749596700582e-01 -5.488340177977627521e-01 1.863627124658144563e-02 2.533956957575080396e-05
5.108642577999999901e+01 -5.846804310685627115e-03 7.010751064448775272e-03 8.234774215116091867e-01 -5.488908334123743238e-01 1.863675065688530363e-02 2.481832404189511510e-05
5.109252930000000248e+01 -5.846016064158909842e-03 7.011024765604029207e-03 8.234385641201699135e-01 -5.489476461990254741e-01 1.863723002438739951e-02 2.429698265416554287e-05
5.109863280999999802e+01 -5.845227836469367444e-03 7.011298391473859415e-03 8.233997029129912493e-01 -5.490044559716402706e-01 1.863770934752019548e-02 2.377554713347716439e-05
5.110473633000000149e+01 -5.844439625013964079e-03 7.011571942931567325e-03 8.233608377630432518e-01 -5.490612629164600689e-01 1.863818862785691921e-02 2.325401578373359132e-05
5.111083983999999703e+01 -5.843651432355358166e-03 7.011845419057721740e-03 8.233219687979907997e-01 -5.491180668474281434e-01 1.863866786383024110e-02 2.273239032646789601e-05
5.111694336000000050e+01 -5.842863255890763663e-03 7.012118820725089796e-03 8.232830958907784158e-01 -5.491748679507646447e-01 1.863914705701232022e-02 2.221066906506804356e-05
5.112304687999999686e+01 -5.842075096891496955e-03 7.012392147462465086e-03 8.232442191053961356e-01 -5.492316661334867289e-01 1.863962620662107383e-02 2.168885286672880483e-05
5.112915038999999950e+01 -5.841286956628791160e-03 7.012665398799362848e-03 8.232053385058600847e-01 -5.492884613026276508e-01 1.864010531187371145e-02 2.116694259922434831e-05
5.113525391000000297e+01 -5.840498832500096160e-03 7.012938575608002045e-03 8.231664539650755952e-01 -5.493452536443806933e-01 1.864058437434279458e-02 2.064493656504448604e-05
5.114135741999999851e+01 -5.839710727067952412e-03 7.013211676970186603e-03 8.231275656107704952e-01 -5.494020429727318744e-01 1.864106339246029975e-02 2.012283648737851760e-05
5.114746094000000198e+01 -5.838922637729955512e-03 7.013484703757975891e-03 8.230886733158239155e-01 -5.494588294738543821e-01 1.864154236779833052e-02 1.960064066808958616e-05
5.115356444999999752e+01 -5.838134567048715307e-03 7.013757655053839968e-03 8.230497772079884422e-01 -5.495156129617527752e-01 1.864202129878927972e-02 1.907835083102705359e-05
5.115966797000000099e+01 -5.837346512421820455e-03 7.014030531729366358e-03 8.230108771601182260e-01 -5.495723936225798134e-01 1.864250018700455702e-02 1.855596527746816021e-05
5.116577147999999653e+01 -5.836558476411873864e-03 7.014303332867656560e-03 8.229719732999905002e-01 -5.496291712703590404e-01 1.864297903087687447e-02 1.803348573191625864e-05
5.117187500000000000e+01 -5.835770456416748686e-03 7.014576059339826253e-03 8.229330655004336581e-01 -5.496859460912222328e-01 1.864345783197716988e-02 1.751091049505531377e-05
5.117797852000000347e+01 -5.834982453707823757e-03 7.014848710676230281e-03 8.228941538254933574e-01 -5.497427179922236284e-01 1.864393658952231969e-02 1.698824043563961286e-05
5.118408202999999901e+01 -5.834194469556366891e-03 7.015121286407716150e-03 8.228552383392413461e-01 -5.497994868804385593e-01 1.864441530272983871e-02 1.646547642299373351e-05
5.119018555000000248e+01 -5.833406501360577368e-03 7.015393787404830550e-03 8.228163189144667156e-01 -5.498562529419676048e-01 1.864489397316940189e-02 1.594261675694555458e-05
5.119628905999999802e+01 -5.832618551682822172e-03 7.015666212752152964e-03 8.227773956790098708e-01 -5.499130159908796056e-01 1.864537259927488699e-02 1.541966316363600764e-05
5.120239258000000149e+01 -5.831830617921432425e-03 7.015938563319668031e-03 8.227384685056344793e-01 -5.499697762132580436e-01 1.864585118261512242e-02 1.489661394227367527e-05
5.120849608999999703e+01 -5.831042702638740416e-03 7.016210838192850352e-03 8.226995375222052598e-01 -5.500265334231897452e-01 1.864632972162352798e-02 1.437347081965131140e-05
5.121459961000000050e+01 -5.830254803233222982e-03 7.016483038241289050e-03 8.226606026014603446e-01 -5.500832878067365428e-01 1.864680821786926512e-02 1.385023209440026937e-05
5.122070312000000314e+01 -5.829466922267129148e-03 7.016755162550812608e-03 8.226216638712899876e-01 -5.501400391780050247e-01 1.864728666978561489e-02 1.332689949396555912e-05
5.122680663999999950e+01 -5.828679057139227182e-03 7.017027211990718716e-03 8.225827212044061199e-01 -5.501967877230361514e-01 1.864776507894101709e-02 1.280347131635316618e-05
5.123291016000000297e+01 -5.827891209120854288e-03 7.017299186092819385e-03 8.225437746649104653e-01 -5.502535333489245728e-01 1.864824344455288940e-02 1.227994843186388380e-05
5.123901366999999851e+01 -5.827103379483299095e-03 7.017571084389627456e-03 8.225048243169297280e-01 -5.503102759627837015e-01 1.864872176583787233e-02 1.175633171140999522e-05
5.124511719000000198e+01 -5.826315565625600490e-03 7.017842907749885506e-03 8.224658700331376471e-01 -5.503670157506239669e-01 1.864920004436455836e-02 1.123261945215441038e-05
5.125122069999999752e+01 -5.825527770109792391e-03 7.018114655260795920e-03 8.224269119414865381e-01 -5.504237525265966990e-01 1.864967827856553462e-02 1.070881338314372266e-05
5.125732422000000099e+01 -5.824739990335052464e-03 7.018386327790775148e-03 8.223879499146243832e-01 -5.504804864766956740e-01 1.865015647000953236e-02 1.018491180098919993e-05
5.126342772999999653e+01 -5.823952228863372993e-03 7.018657924427532113e-03 8.223489840805286999e-01 -5.505372174150893194e-01 1.865063461712949955e-02 9.660916435373211736e-06
5.126953125000000000e+01 -5.823164483094181443e-03 7.018929446039046116e-03 8.223100143118218242e-01 -5.505939455277492067e-01 1.865111272149239108e-02 9.136825582262142476e-06
5.127563477000000347e+01 -5.822376754298780321e-03 7.019200892158600213e-03 8.222710406726486676e-01 -5.506506707218014052e-01 1.865159078231534706e-02 8.612640113188005375e-06
5.128173827999999901e+01 -5.821589043748527648e-03 7.019472262319484401e-03 8.222320632271781227e-01 -5.507073929043876381e-01 1.865206879881527169e-02 8.088360900237491491e-06
5.128784180000000248e+01 -5.820801348842968848e-03 7.019743557389289401e-03 8.221930818479948888e-01 -5.507641122614499452e-01 1.865254677255875904e-02 7.563986238493577291e-06
5.129394530999999802e+01 -5.820013672144068451e-03 7.020014776457188244e-03 8.221540966631378788e-01 -5.508208286072042714e-01 1.865302470197950646e-02 7.039517859297461655e-06
5.130004883000000149e+01 -5.819226011051566172e-03 7.020285920390237355e-03 8.221151075451655910e-01 -5.508775421275721174e-01 1.865350258864363620e-02 6.514954057210836647e-06
5.130615233999999703e+01 -5.818438368127273885e-03 7.020556988278366106e-03 8.220761146221433613e-01 -5.509342526367873027e-01 1.865398043098509540e-02 5.990296564209376257e-06
5.131225586000000050e+01 -5.817650740771188045e-03 7.020827980987888461e-03 8.220371177666027096e-01 -5.509909603207522322e-01 1.865445823056874342e-02 5.465543674230705778e-06
5.131835937999999686e+01 -5.816863130254701364e-03 7.021098898053294846e-03 8.219981170427318462e-01 -5.510476650866218407e-01 1.865493598661233099e-02 4.940696259926602441e-06
5.132446288999999950e+01 -5.816075537849123289e-03 7.021369739009242217e-03 8.219591125147429622e-01 -5.511043668415682717e-01 1.865541369833213781e-02 4.415755194615410967e-06
5.133056641000000297e+01 -5.815287960954602930e-03 7.021640504721898823e-03 8.219201040551308290e-01 -5.511610657714652861e-01 1.865589136729324526e-02 3.890718771328797315e-06
5.133666991999999851e+01 -5.814500402132924406e-03 7.021911194282394464e-03 8.218810917920217340e-01 -5.512177616905908906e-01 1.865636899192991971e-02 3.365588723735091908e-06
5.134277344000000198e+01 -5.813712858784410298e-03 7.022181808556453297e-03 8.218420755978842474e-01 -5.512744547847977516e-01 1.865684657380617395e-02 2.840363344226281422e-06
5.134887694999999752e+01 -5.812925333470754519e-03 7.022452346635871256e-03 8.218030556008705245e-01 -5.513311448683827498e-01 1.865732411135677393e-02 2.315044367183667628e-06
5.135498047000000099e+01 -5.812137823592494756e-03 7.022722809385976983e-03 8.217640316734229344e-01 -5.513878321271791227e-01 1.865780160614545491e-02 1.789630084392083986e-06
5.136108397999999653e+01 -5.811350331711276351e-03 7.022993195899274177e-03 8.217250039437186127e-01 -5.514445163755022916e-01 1.865827905660645547e-02 1.264122230845189654e-06
5.136718750000000000e+01 -5.810562855227748014e-03 7.023263507040397591e-03 8.216859722841745040e-01 -5.515011977991636227e-01 1.865875646430328882e-02 7.385190977913548560e-07
5.137329102000000347e+01 -5.809775395413330212e-03 7.023533742345246245e-03 8.216469367590329975e-01 -5.515578763053581302e-01 1.865923382845276202e-02 2.128215594405721833e-07
5.137939452999999901e+01 -5.808987953539436477e-03 7.023803901350163248e-03 8.216078974325629058e-01 -5.516145518012979254e-01 1.865971114827180699e-02 -3.129695093371034909e-07
5.138549805000000248e+01 -5.808200527006944502e-03 7.024073984919249058e-03 8.215688541771423159e-01 -5.516712244727648429e-01 1.866018842532272959e-02 -8.388558181684699355e-07
5.139160155999999802e+01 -5.807413118377395544e-03 7.024343992146617199e-03 8.215298071210106468e-01 -5.517278941341210441e-01 1.866066565804051780e-02 -1.364835630463488714e-06
5.139770508000000149e+01 -5.806625725051819953e-03 7.024613923895924039e-03 8.214907561365204502e-01 -5.517845609711281574e-01 1.866114284798725542e-02 -1.890910656397130213e-06
5.140380858999999703e+01 -5.805838349591814496e-03 7.024883779261810457e-03 8.214517013519365696e-01 -5.518412247981662189e-01 1.866161999359808310e-02 -2.417079158777840631e-06
5.140991211000000050e+01 -5.805050989398589933e-03 7.025153559107544243e-03 8.214126426395856884e-01 -5.518978858009778721e-01 1.866209709643489034e-02 -2.943342848385575167e-06
5.141601562000000314e+01 -5.804263647033541806e-03 7.025423262528480983e-03 8.213735801277565196e-01 -5.519545437939599175e-01 1.866257415493244309e-02 -3.469699987322313883e-06
5.142211913999999950e+01 -5.803476319898144553e-03 7.025692890387284784e-03 8.213345136887515441e-01 -5.520111989628354587e-01 1.866305117065185371e-02 -3.996152286968226303e-06
5.142822266000000297e+01 -5.802689009263846398e-03 7.025962442221679594e-03 8.212954433868682180e-01 -5.520678512148381456e-01 1.866352814281005412e-02 -4.522698871560742323e-06
5.143432616999999851e+01 -5.801901716401991482e-03 7.026231917569250585e-03 8.212563692864304210e-01 -5.521245004572188364e-01 1.866400507062374037e-02 -5.049338864717995562e-06
5.144042969000000198e+01 -5.801114438714241595e-03 7.026501317292370430e-03 8.212172912597006658e-01 -5.521811468756698815e-01 1.866448195565349744e-02 -5.576073978685348875e-06
5.144653319999999752e+01 -5.800327178761936764e-03 7.026770640487831066e-03 8.211782094350311700e-01 -5.522377902846352660e-01 1.866495879633416066e-02 -6.102902473975341940e-06
5.145263672000000099e+01 -5.799539933947009396e-03 7.027039888017581892e-03 8.211391236846585784e-01 -5.522944308697874671e-01 1.866543559422655096e-02 -6.629826063378474466e-06
5.145874022999999653e+01 -5.798752706830508086e-03 7.027309058978595258e-03 8.211000341369598665e-01 -5.523510684455881226e-01 1.866591234776571184e-02 -7.156843006798831869e-06
5.146484375000000000e+01 -5.797965494814649734e-03 7.027578154232563823e-03 8.210609406641460328e-01 -5.524077031976893926e-01 1.866638905851181196e-02 -7.683955017618888245e-06
5.147094727000000347e+01 -5.797178299170750726e-03 7.027847173318280127e-03 8.210218433305592756e-01 -5.524643350333559022e-01 1.866686572568086733e-02 -8.211161218860899697e-06
5.147705077999999901e+01 -5.796391121170314797e-03 7.028116115774432626e-03 8.209827422005655517e-01 -5.525209638598685968e-01 1.866734234848936580e-02 -8.738460733018899029e-06
5.148315430000000248e+01 -5.795603958215538032e-03 7.028384982462013153e-03 8.209436371463376680e-01 -5.525775898628514371e-01 1.866781892849672664e-02 -9.265855274325374841e-06
5.148925780999999802e+01 -5.794816812867566169e-03 7.028653772479867556e-03 8.209045282963155499e-01 -5.526342128568106915e-01 1.866829546413863172e-02 -9.793343101064614503e-06
5.149536133000000149e+01 -5.794029682528838154e-03 7.028922486688564397e-03 8.208654155226456917e-01 -5.526908330273495595e-01 1.866877195697347336e-02 -1.032092592808233136e-05
5.150146483999999703e+01 -5.793242569760430338e-03 7.029191124187227080e-03 8.208262989537922216e-01 -5.527474501889936276e-01 1.866924840543705832e-02 -1.084860201291384593e-05
5.150756836000000050e+01 -5.792455471964955138e-03 7.029459685836000893e-03 8.207871784618772093e-01 -5.528040645273257780e-01 1.866972481108783444e-02 -1.137637307109832727e-05
5.151367187999999686e+01 -5.791668390413846901e-03 7.029728171174795537e-03 8.207480541112845973e-01 -5.528606759496390577e-01 1.867020117314216465e-02 -1.190423822444155663e-05
5.151977538999999950e+01 -5.790881326378553851e-03 7.029996579743673368e-03 8.207089259664241965e-01 -5.529172843632480516e-01 1.867067749081588457e-02 -1.243219659418249440e-05
5.152587891000000297e+01 -5.790094277261938205e-03 7.030264912402037214e-03 8.206697938993795516e-01 -5.529738899537046670e-01 1.867115376566726159e-02 -1.296024989670295155e-05
5.153198241999999851e+01 -5.789307245624895903e-03 7.030533168250981124e-03 8.206306580386761862e-01 -5.530304925355797874e-01 1.867162999613217189e-02 -1.348839638788462345e-05
5.153808594000000198e+01 -5.788520228870476514e-03 7.030801348149533225e-03 8.205915182563723320e-01 -5.530870922944066681e-01 1.867210618376749509e-02 -1.401663778472601526e-05
5.154418944999999752e+01 -5.787733229559569037e-03 7.031069451198926346e-03 8.205523746810192698e-01 -5.531436890447751775e-01 1.867258232700944043e-02 -1.454497234247478094e-05
5.155029297000000099e+01 -5.786946245095368757e-03 7.031337478257897178e-03 8.205132271846485859e-01 -5.532002829721982540e-01 1.867305842741472099e-02 -1.507340177867326145e-05
